Abnormality of body height	HP:0000002
Prominent posterior head	HP:0000269
Prominent posterior cranium	HP:0000269
Protruding back of the head	HP:0000269
Prominent back of the skull	HP:0000269
Prominent posterior skull	HP:0000269
Delayed closure of fontanelles	HP:0000270
Late closure of fontanelle	HP:0000270
Delayed fontanelle closure	HP:0000270
Broad late closing cranial sutures	HP:0000270
Delayed closure of fontanels	HP:0000270
Delayed cranial suture closure	HP:0000270
Delayed fontanel closure	HP:0000270
Open sutures	HP:0000270
Delayed closure of fontanel	HP:0000270
Late closing fontanelles	HP:0000270
Delayed closure of the fontanelles	HP:0000270
Late-closing fontanelle	HP:0000270
Anomaly of face	HP:0000271
Anomaly of the face	HP:0000271
Abnormal face	HP:0000271
Abnormality of the visage	HP:0000271
Disorder of the face	HP:0000271
Abnormality of the countenance	HP:0000271
Facial abnormality	HP:0000271
Abnormality of the face	HP:0000271
Facial anomaly	HP:0000271
Abnormality of the physiognomy	HP:0000271
Disorder of face	HP:0000271
Flat cheekbone	HP:0000272
Underdevelopment of malar bone	HP:0000272
Zygomatic flattening	HP:0000272
Malar hypoplasia	HP:0000272
Malar flattening	HP:0000272
Hypotrophic malar bone	HP:0000272
Decreased size of malar bone	HP:0000272
Depressed malar region	HP:0000272
Facial grimacing	HP:0000273
Microfacies	HP:0000274
Facial hypoplasia	HP:0000274
Short and narrow face	HP:0000274
Small facies	HP:0000274
Small face	HP:0000274
Microface	HP:0000274
Hypoplasia of face	HP:0000274
Decreased breadth of face	HP:0000275
Horizontal hypoplasia of face	HP:0000275
Narrow face	HP:0000275
Thin facies	HP:0000275
Transverse hypoplasia of face	HP:0000275
Transverse deficiency of face	HP:0000275
Narrow facies	HP:0000275
Horizontal deficiency of face	HP:0000275
Decreased transverse dimension of face	HP:0000275
Transverse insufficiency of face	HP:0000275
Thin face	HP:0000275
Horizontal insufficiency of face	HP:0000275
Decreased horizontal dimension of face	HP:0000275
Decreased width of face	HP:0000275
Vertical Facial Excess	HP:0000276
Vertical enlargement of face	HP:0000276
Vertical elongation of face	HP:0000276
Increased height of face	HP:0000276
Vertical hyperplasia of face	HP:0000276
Long face	HP:0000276
Increased length of face	HP:0000276
Vertical overgrowth of face	HP:0000276
Elongation of face	HP:0000276
Vertical excess of face	HP:0000276
Long facies	HP:0000276
Increased vertical dimension of face	HP:0000276
Deformity of the lower jaw bone	HP:0000277
Anomaly of the mandible	HP:0000277
Abnormality of the mandible	HP:0000277
Deformity of the mandible	HP:0000277
Abnormality of the lower jaw bone	HP:0000277
Malformation of the mandible	HP:0000277
Malformation of the lower jaw bone	HP:0000277
Retrogenia	HP:0000278
Weak jaw	HP:0000278
Retrognathia	HP:0000278
Receding mandible	HP:0000278
Weak chin	HP:0000278
Receding chin	HP:0000278
Receding lower jaw	HP:0000278
Retrognathia of lower jaw	HP:0000278
Thickened facial skin with coarse facial features	HP:0000280
Coarse facial appearance	HP:0000280
Rounded and heavy facial features	HP:0000280
Coarse facies	HP:0000280
Coarse facial features	HP:0000280
Coarse face	HP:0000280
Facial edema	HP:0000282
Facial puffiness	HP:0000282
Facial swelling	HP:0000282
Increased horizontal dimension of face	HP:0000283
Wide face	HP:0000283
Transverse excess of face	HP:0000283
Increased width of face	HP:0000283
Broad facies	HP:0000283
Horizontal excess of face	HP:0000283
Transverse hyperplasia of face	HP:0000283
Increased breadth of face	HP:0000283
Increased transverse dimension of face	HP:0000283
Wide facies	HP:0000283
Horizontal hyperplasia of face	HP:0000283
Broad face	HP:0000283
Eye folds	HP:0000286
Epicanthal folds	HP:0000286
Palpebronasal fold	HP:0000286
Epicanthus	HP:0000286
Plica palpebronasalis	HP:0000286
Prominent eye folds	HP:0000286
Epicanthic folds	HP:0000286
Epicanthal fold	HP:0000286
Facial fat hyperplasia	HP:0000287
Facial fat hypertrophy	HP:0000287
Hypertrophy of facial adipose tissue	HP:0000287
Increased amount of facial adipose tissue	HP:0000287
Increased amount of facial fat	HP:0000287
Hyperplasia of facial adipose tissue	HP:0000287
Increased facial adipose tissue	HP:0000287
Increased volume of facial adipose tissue	HP:0000287
Abnormality of the infranasal depression	HP:0000288
Abnormality of the paralabial region	HP:0000288
Abnormality of the philtrum	HP:0000288
Abnormal philtrum	HP:0000288
Increased transverse dimension of philtrum	HP:0000289
Wide philtrum	HP:0000289
Increased horizontal dimension of philtrum	HP:0000289
Increased breadth of philtrum	HP:0000289
Broad philtrum	HP:0000289
Increased width of philtrum	HP:0000289
Malformation of the forehead	HP:0000290
Abnormality of the forehead	HP:0000290
Deformity of the forehead	HP:0000290
Abnormality of the frontal region of the face	HP:0000290
Anomaly of the forehead	HP:0000290
Abnormality of facial fat	HP:0000291
Abnormality of facial adipose tissue	HP:0000291
Deformity of facial adipose tissue	HP:0000291
Malformation of facial adipose tissue	HP:0000291
Decreased volume of facial adipose tissue	HP:0000292
Decreased amount of facial fat	HP:0000292
Loss of facial fat	HP:0000292
Loss of facial subcutaneous adipose tissue	HP:0000292
Decreased amount of facial adipose tissue	HP:0000292
Loss of subcutaneous adipose tissue from face	HP:0000292
Loss of facial adipose tissue	HP:0000292
Big cheeks	HP:0000293
Chubby cheeks	HP:0000293
Puffy cheeks	HP:0000293
Large cheeks	HP:0000293
Increased size of cheeks	HP:0000293
Apple cheeks	HP:0000293
Full cheeks	HP:0000293
Hyperplasia of cheeks	HP:0000293
Hypertrophy of cheeks	HP:0000293
Low-set frontal hairline	HP:0000294
Low anterior hairline	HP:0000294
Low frontal hairline	HP:0000294
Doll-like facial appearance	HP:0000295
Doll-like facies	HP:0000295
Hypotonic facies	HP:0000297
Atony of facial musculature	HP:0000297
Decreased facial muscle tone	HP:0000297
Facial hypotonia	HP:0000297
Reduced facial muscle tone	HP:0000297
Low facial muscle tone	HP:0000297
Mask-like facies	HP:0000298
Lack of facial expression	HP:0000298
Amimia	HP:0000298
Mask-like facial appearance	HP:0000298
Expressionless face	HP:0000298
Masklike facies	HP:0000298
Oval facies	HP:0000300
Oval face	HP:0000300
Oval facial shape	HP:0000300
Abnormality of facial musculature	HP:0000301
Abnormality of facial muscles	HP:0000301
Facial muscle issue	HP:0000301
Hypertrophy of mandible	HP:0000303
Prominent chin	HP:0000303
Prominent lower jaw	HP:0000303
Large mandible	HP:0000303
Hypertrophy of lower jaw	HP:0000303
Prognathia	HP:0000303
Enlargement of mandible	HP:0000303
Lower jaw excess	HP:0000303
Mandibular prognathia	HP:0000303
Mandibular hyperplasia	HP:0000303
Big mandible	HP:0000303
Prognathism	HP:0000303
Large lower jaw	HP:0000303
Lower jaw hyperplasia	HP:0000303
Increased projection of lower jaw	HP:0000303
Increased projection of mandible	HP:0000303
Increased size of lower jaw	HP:0000303
Mandibular excess	HP:0000303
Macromandible	HP:0000303
Increased size of mandible	HP:0000303
Relative mandibular prognathism	HP:0000303
Mandible prognathism	HP:0000303
Prominent jaw	HP:0000303
Enlarged mandible	HP:0000303
Prominent mandible	HP:0000303
Mandibular macrognathia	HP:0000303
Big lower jaw	HP:0000303
Mandibular prognathism	HP:0000303
Hyperplasia of lower jaw	HP:0000303
Deformity of the chin	HP:0000306
Abnormality of the chin	HP:0000306
Abnormality of the menton	HP:0000306
Malformation of the chin	HP:0000306
Anomaly of the chin	HP:0000306
Witch's chin	HP:0000307
Pointed mention region	HP:0000307
Pointy chin	HP:0000307
Small pointed chin	HP:0000307
Pointed chin	HP:0000307
Retromicrognathia	HP:0000308
Microretrognathia	HP:0000308
Small retruded chin	HP:0000308
Anomaly of the midface	HP:0000309
Deformity of the midface	HP:0000309
Abnormality of the midface	HP:0000309
Malformation of the midface	HP:0000309
Round facial shape	HP:0000311
Circular face	HP:0000311
Round face	HP:0000311
Round facial appearance	HP:0000311
Round facies	HP:0000311
Round, full face	HP:0000311
Malformation of the orbital region of the face	HP:0000315
Deformity of the orbital region of the face	HP:0000315
Abnormality of the eye region	HP:0000315
Anomaly of the orbital region of the face	HP:0000315
Abnormality of the region around the eyes	HP:0000315
Abnormality of the orbital region	HP:0000315
Ocular hypertelorism	HP:0000316
Widely spaced eyes	HP:0000316
Increased distance between eye sockets	HP:0000316
Wide-set eyes	HP:0000316
Excessive orbital separation	HP:0000316
Hypertelorism	HP:0000316
Increased interpupillary distance	HP:0000316
Widened interpupillary distance	HP:0000316
Increased distance between eyes	HP:0000316
Involuntary facial contraction	HP:0000317
Facial myokymia	HP:0000317
Involuntary facial quivering	HP:0000317
Shallow philtrum	HP:0000319
Simple philtrum	HP:0000319
Decreased depth of philtrum	HP:0000319
Flat philtrum	HP:0000319
Indistinct philtrum	HP:0000319
Philtrum, smooth	HP:0000319
Smooth philtrum	HP:0000319
Bird-like facial appearance	HP:0000320
Bird-like facies	HP:0000320
Square face	HP:0000321
Square facial shape	HP:0000321
Square facies	HP:0000321
Decreased vertical dimension of philtrum	HP:0000322
Vertical hypoplasia of philtrum	HP:0000322
Short philtrum	HP:0000322
Decreased height of philtrum	HP:0000322
Decreased length of philtrum	HP:0000322
Unsymmetrical face	HP:0000324
Unequal sides of face	HP:0000324
Asymmetry of face	HP:0000324
Uneven face	HP:0000324
Asymmetric facies	HP:0000324
Uneven sides of face	HP:0000324
Crooked face	HP:0000324
Unbalanced face	HP:0000324
Asymmetry of right and left side of face	HP:0000324
Facial asymmetry	HP:0000324
Triangular face	HP:0000325
Triangular facies	HP:0000325
Triangular facial shape	HP:0000325
Face with broad temples and narrow chin	HP:0000325
Abnormality of the upper jaw bones	HP:0000326
Abnormality of the maxilla	HP:0000326
Deformity of the upper jaw bones	HP:0000326
Malformation of the upper jaw bones	HP:0000326
Malformation of the maxilla	HP:0000326
Deformity of the maxilla	HP:0000326
Abnormality of the upper jaw bone	HP:0000326
Anomaly of the maxilla	HP:0000326
Retrusion of upper jaw bones	HP:0000327
Maxillary deficiency	HP:0000327
Retrognathia of upper jaw	HP:0000327
Hypoplasia of the maxilla	HP:0000327
Upper jaw deficiency	HP:0000327
Small upper jaw	HP:0000327
Decreased size of maxilla	HP:0000327
Decreased projection of upper jaw	HP:0000327
Maxillary retrusion	HP:0000327
Hypotrophic upper jaw bones	HP:0000327
Micromaxilla	HP:0000327
Maxillary micrognathia	HP:0000327
Maxillary retrognathia	HP:0000327
Deficiency of upper jaw bones	HP:0000327
Decreased projection of maxilla	HP:0000327
Hypotrophic maxilla	HP:0000327
Hypoplastic maxillary bones	HP:0000327
Hypoplasia of upper jaw bones	HP:0000327
Small upper jaw bones	HP:0000327
Maxillary hypoplasia	HP:0000327
Small maxilla	HP:0000327
Decreased size of upper jaw	HP:0000327
Upper jaw retrusion	HP:0000327
Facial hemangioma	HP:0000329
Facial hemangiomata	HP:0000329
Short chin	HP:0000331
Vertical hypoplasia of chin	HP:0000331
Decreased height of chin	HP:0000331
Short lower third of face	HP:0000331
Small chin	HP:0000331
Vertical deficiency of chin	HP:0000331
Prominent supraorbital ridge	HP:0000336
Hyperplasia of supraorbital ridge	HP:0000336
Hypertrophy of supraorbital ridge	HP:0000336
Hypertrophy of supraorbital margins	HP:0000336
Prominent supraorbital ridges	HP:0000336
Protruding supraorbital ridge	HP:0000336
Prominent supraorbital margins	HP:0000336
Supraorbital hyperostosis	HP:0000336
Prominent brow	HP:0000336
Hyperplasia of supraorbital margins	HP:0000336
Intertemporal widening	HP:0000337
Increased bitemporal dimension	HP:0000337
Broad forehead	HP:0000337
Increased width of the forehead	HP:0000337
Wide forehead	HP:0000337
Increased bitemporal width	HP:0000337
Bitemporal widening	HP:0000337
Decreased facial expressions	HP:0000338
Hypomimic face	HP:0000338
Decreased facial muscle movement	HP:0000338
Dull facial expression	HP:0000338
Hypomimia	HP:0000338
Pugilistic facies	HP:0000339
Pugilistic facial appearance	HP:0000339
Boxer-like facial appearance	HP:0000339
Receding forehead	HP:0000340
Posteriorly sloping forehead	HP:0000340
Sloping forehead	HP:0000340
Inclined forehead	HP:0000340
Bitemporal narrowness	HP:0000341
Intertemporal narrowing	HP:0000341
Bitemporal skull narrowing	HP:0000341
Bitemporal narrowing	HP:0000341
Narrow bitemporal width	HP:0000341
Temporal narrowness	HP:0000341
Narrow forehead	HP:0000341
Decreased width of the forehead	HP:0000341
Narrow bitemporal diameter	HP:0000341
Vertical hyperplasia of philtrum	HP:0000343
Long philtrum	HP:0000343
Increased height of philtrum	HP:0000343
Increased vertical dimension of philtrum	HP:0000343
Elongated philtrum	HP:0000343
Increased length of philtrum	HP:0000343
Whistling facial appearance	HP:0000346
Whistling appearance	HP:0000346
Micrognathia of lower jaw	HP:0000347
Mandibular hypoplasia	HP:0000347
Mandibular retrusion	HP:0000347
Deficiency of lower jaw	HP:0000347
Mandibular retrognathia	HP:0000347
Lower jaw hypoplasia	HP:0000347
Decreased size of lower jaw	HP:0000347
Hypoplasia of mandible	HP:0000347
Small mandible	HP:0000347
Lower jaw retrusion	HP:0000347
Hypoplastic mandible	HP:0000347
Small lower jaw	HP:0000347
Decreased size of mandible	HP:0000347
Underdevelopment of lower jaw	HP:0000347
Mandibular deficiency	HP:0000347
Lower jaw retrognathia	HP:0000347
Retrusion of lower jaw	HP:0000347
Hypotrophic mandible	HP:0000347
Micrognathia	HP:0000347
Mandibular micrognathia	HP:0000347
Small jaw	HP:0000347
Hypoplasia of lower jaw	HP:0000347
Robin mandible	HP:0000347
Hypotrophic lower jaw	HP:0000347
Little lower jaw	HP:0000347
Underdevelopment of mandible	HP:0000347
Little mandible	HP:0000347
Micromandible	HP:0000347
Lower jaw deficiency	HP:0000347
Hypoplastic mandible condyle	HP:0000347
Severe hypoplasia of mandible	HP:0000347
Decreased projection of lower jaw	HP:0000347
Decreased projection of mandible	HP:0000347
High forehead	HP:0000348
Tall forehead	HP:0000348
Hairline point	HP:0000349
Widow's peak	HP:0000349
V-shaped frontal hairline	HP:0000349
Hairline peak	HP:0000349
Small forehead	HP:0000350
Decreased size of forehead	HP:0000350
Decreased size of frontal region of face	HP:0000350
Hypotrophic forehead	HP:0000350
Hypoplasia of forehead	HP:0000350
Abnormal pinnae	HP:0000356
Abnormality of the auricle	HP:0000356
Outer ear abnormality	HP:0000356
Malformed pinnae	HP:0000356
Ear anomalies	HP:0000356
External ear malformations	HP:0000356
Abnormality of the external ear	HP:0000356
Abnormality of the outer ear	HP:0000356
External ear position defect	HP:0000357
Abnormal location of ears	HP:0000357
Posteriorly rotated ears	HP:0000358
Ears rotated toward back of head	HP:0000358
Posteriorly rotated auricles	HP:0000358
Posteriorly angulated ears	HP:0000358
Posteriorly rotated	HP:0000358
Posteriorly-rotated ears	HP:0000358
Ear, posterior angulation, increased	HP:0000358
Posteriorly-angulated ears	HP:0000358
Abnormality of the inner ear	HP:0000359
Inner ear abnormality	HP:0000359
Ringing in the ears	HP:0000360
Tinnitus	HP:0000360
Ringing in ears	HP:0000360
Otosclerosis	HP:0000362
Abnormality of ear lobe	HP:0000363
Abnormality of lobulus auriculae	HP:0000363
Abnormality of earlobe	HP:0000363
Abnormal lobe of ear	HP:0000363
Abnormal earlobe	HP:0000363
Abnormality of auricular lobule	HP:0000363
Hearing abnormality	HP:0000364
Abnormal hearing	HP:0000364
Hearing defect	HP:0000365
Congenital deafness	HP:0000365
Deafness	HP:0000365
Hypoacusis	HP:0000365
Congenital hearing loss	HP:0000365
Hearing loss	HP:0000365
Hearing impairment	HP:0000365
Deformity of the nose	HP:0000366
Nasal abnormality	HP:0000366
Abnormality of the nose	HP:0000366
Malformation of the nose	HP:0000366
Nasal deformity	HP:0000366
Anomaly of the nose	HP:0000366
Nasal anomaly	HP:0000366
Nasal malformation	HP:0000366
Low-set, posteriorly rotated ears	HP:0000368
Low-set posteriorly rotated ears	HP:0000368
Low set ears	HP:0000369
Lowset ears	HP:0000369
Low-set ears	HP:0000369
Melotia	HP:0000369
Middle ear abnormalities	HP:0000370
Middle ear abnormality	HP:0000370
Abnormality of the middle ear	HP:0000370
Acute middle ear infection	HP:0000371
Acute otitis media	HP:0000371
Auditory canal abnormality	HP:0000372
Abnormality of the auditory canal	HP:0000372
Abnormal cochlea morphology	HP:0000375
Abnormality of cochlea	HP:0000375
Incomplete partition of the cochlea type II	HP:0000376
Mondini malformation	HP:0000376
Minor malformation of the auricles	HP:0000377
Abnormal form of ears	HP:0000377
Malformation of auricle	HP:0000377
Poorly defined conchae	HP:0000377
Auricular malformation	HP:0000377
Deformed auricles	HP:0000377
Deformed ears	HP:0000377
Abnormality of the pinna	HP:0000377
Malformed auricles	HP:0000377
Abnormally shaped ears	HP:0000377
Malformed external ears	HP:0000377
Malformed ears	HP:0000377
Dysplastic ears	HP:0000377
Cupped ear	HP:0000378
Cup-shaped ears	HP:0000378
Cupped ears	HP:0000378
Capuchin ears	HP:0000378
Simple, cup-shaped ears	HP:0000378
Stapes ankylosis	HP:0000381
Malformation of the periauricular region	HP:0000383
Abnormality of the region around the ear	HP:0000383
Abnormality of periauricular region	HP:0000383
Deformity of the periauricular region	HP:0000383
Anomaly of the periauricular region	HP:0000383
Preauricular skin tags	HP:0000384
Preauricular skin tag	HP:0000384
Periauricular skin tag	HP:0000384
Preauricular tag	HP:0000384
Preauricular tags	HP:0000384
Ear tag	HP:0000384
Preauricular acrochordon	HP:0000384
Skin tag in front of the ear	HP:0000384
Skin tag on the posterior cheek	HP:0000384
Preauricular fibroepithelial polyp	HP:0000384
Hypoplastic earlobes	HP:0000385
Hypoplastic lobules	HP:0000385
Small earlobe	HP:0000385
Small earlobes	HP:0000385
Lobeless ears	HP:0000387
Earlobe, absent	HP:0000387
