Abnormality of body height	HP:0000002
Sphincter of Oddi dyskinesia	None
Sphincter of Oddi dysfunction	None
Diastasis recti	None
Gap between large left and right abdominal muscles	None
Acute liver inflammation	None
Acute hepatitis	None
Total intestinal aganglionosis	None
Peritoneal mesothelioma	None
Abnormality of the gallbladder	None
Anomaly of the gallbladder	None
Abnormality of the jejunum	None
Stomach tumor	None
Neoplasia of the stomach	None
Neoplasm of the stomach	None
Increased gastric cancer	None
Biliary dyskinesia	None
Primary biliary cirrhosis	None
Biliary cirrhosis	None
Microgastria	None
Umbilical hernia	None
Umbilical hernias	None
Cystic liver disease	None
Lozenge-shaped umbilicus	None
Chronic colitis	None
Fecal urgency	None
Bowel urgency	None
Abnormal large intestinal mucosa morphology	None
Abnormal large intestine morphology	None
Abnormality of the large intestine	None
Herniated abdominal wall	None
Hernia of the abdominal wall	None
Biliary duct atresia	None
Biliary atresia	None
Abnormal liver function tests during pregnancy	None
Abnormal liver function tests during pregnancy, resolves postpartum	None
Cloacal exstrophy	None
Enteric intraneuronal nuclear inclusion bodies	None
Perianal abscess	None
Gastric varix	None
Gastric varices	None
Duodenal arteriovenous malformation	None
Vomitting blood	None
Hematemesis	None
Abnormal pancreas size	None
Anorectal anomaly	None
Coarsened hepatic echotexture	None
Pancreatic cysts	None
Pancreatic cyst	None
Multiple pancreatic cysts	None
Recurrent gastroenteritis	None
Protein avoidance	None
Hepatitis	None
Liver inflammation	None
Rectourethral fistula	None
Urethrorectal fistula	None
GI dysfunction	None
Functional abnormality of the gastrointestinal tract	None
Functional abnormality of the GI tract	None
Esophageal squamous papilloma	None
Hyperplastic colonic polyposis	None
Gallbladder dysfunction	None
Cloacal abnormality	None
Volvulus	None
Enlarged liver and spleen	None
Hepatosplenomegaly	None
Hiatus hernia	None
Stomach hernia	None
Hiatal hernia	None
Hepatic granulomatosis	None
Abnormality of hepatobiliary system physiology	None
Digestive system disease	None
Gastrointestinal disease	None
Abnormality of the gastrointestinal tract	None
Abnormality of the GI tract	None
Abnormality of enteric nervous system morphology	None
Cone-shaped end part of thumb long bone	None
Cone-shaped epiphyses of the thumb	None
Cone-shaped thumb epiphyses	None
Cone-shaped epiphysis of the thumb	None
Mirror image foot polydactyly	None
Mirror image dupliction of toes	None
Abnormality of toe	None
Abnormalities of the toes	None
Partial/complete duplication of phalanges of the 3rd finger	None
Duplication of middle finger bone	None
Duplication of phalanx of 3rd finger	None
Absent long bone of hand	None
Absent metacarpal	None
Absent metacarpals	None
Aplasia of metacarpal bones	None
Distal ulnar epiphyseal calcifications	None
Distal ulnar epiphyseal stippling	None
Thigh hypertrophy	None
Increased thigh size	None
Contracture of the distal interphalangeal joint of the fingers	None
Enlarged epiphysis of the distal phalanx of the 5th toe	None
Enlarged end part of the outermost bone of the pinky toe	None
Enlarged end part of the outermost bone of the pinkie toe	None
Enlarged end part of the outermost bone of the little toe	None
Mesomelia	None
Symmetric mesomelic limb shortness	None
Mesomelic shortening of limbs	None
Mesomelic limb shortening	None
Disproportionately short middle portion of limb	None
Curved middle bone of pinkie toe	None
Curved middle bone of little toe	None
Curved middle phalanx of the 5th toe	None
Curved middle bone of pinky toe	None
Abnormality of the end part of the innermost bone of the 2nd toe	None
Abnormality of the epiphysis of the proximal phalanx of the 2nd toe	None
Hypoplastic thumb	None
Small thumbs	None
Hypoplastic/small thumb	None
Short thumbs	None
Thumb hypoplasia	None
Thumb brachydactyly	None
Short thumb	None
Hypoplastic thumbs	None
Small epiphyses of the distal phalanges of the hand	None
Small end part of the outermost hand bones	None
Bullet-shaped proximal phalanx of the 4th finger	None
Bullet-shaped innermost ring finger bone	None
Symphalangism affecting the distal phalanx of the 3rd toe	None
Fused outermost bone of 3rd toe	None
Stippling of the epiphyses of the phalanges of the hand	None
Epiphyseal stippling of finger phalanges	None
Stippling of the epiphyses of the fingers	None
Speckled calcifications in end part of finger bones	None
Fibular deviation of the 2nd toe	None
Enlarged epiphysis of the 1st metatarsal	None
Enlarged end part of the 1st long bone of foot	None
Ivory epiphysis of the proximal phalanx of the 2nd finger	None
Increased bone density of end part of the innermost bone of the index finger	None
Absent/small 5th long bone of hand	None
Aplasia/Hypoplasia of the 5th metacarpal	None
Absent/underdeveloped 5th long bone of hand	None
Flat capital femoral epiphyses	None
Flat femoral capital epiphyses	None
Flat end part of innermost thighbone	None
Flattened proximal femoral epiphyses	None
Flat proximal femoral epiphyses	None
Flat capital femoral epiphysis	None
Pseudoepiphysis of the 1st metatarsal	None
Triangular shaped innermost toe bones	None
Triangular shaped proximal phalanges of the toes	None
Slender toe	None
Narrow toe	None
Speckled calcifications in the end part of the outermost thumb bone	None
Stippling of the epiphysis of the distal phalanx of the thumb	None
Triangular epiphysis of the middle phalanx of the 2nd toe	None
Triangular end part of the middle bone of the 2nd toe	None
Abnormality of the end part of the innermost bone of the big toe	None
Abnormality of the epiphysis of the proximal phalanx of the hallux	None
Increased bone density of end part of the innermost ring finger bone	None
Ivory epiphysis of the proximal phalanx of the 4th finger	None
Abnormality of end part of the innermost bone of little finger	None
Abnormality of the epiphysis of the proximal phalanx of the 5th finger	None
Abnormality of end part of the innermost bone of pinky finger	None
Abnormality of end part of the innermost bone of pinkie finger	None
Irregular distal femoral epiphysis	None
Irregular outermost thighbone end part	None
Small scaphoid	None
Bracket epiphyses of the middle phalanges of the hand	None
Bracket shaped end part of the middle hand bones	None
Absent/underdeveloped middle bone of little toe	None
Aplasia/Hypoplasia of the middle phalanx of the 5th toe	None
Absent/underdeveloped middle bone of pinky toe	None
Absent/underdeveloped middle bone of pinkie toe	None
Absent/small middle 5th toe bone	None
Enlargement of the ankles	None
Hyperphalangy of index finger	None
Hyperphalangy of the 2nd finger	None
Speckled calcifications in end part of innermost long bone of upper arm	None
Stippled calcification proximal humeral epiphyses	None
Fifth digit distal phalangeal hypoplasia	None
Brachytelophalangism V	None
Hypoplastic/small terminal phalanx of the little finger	None
Short outermost little finger bone	None
Short outermost pinkie finger bone	None
Short distal phalanx of the fifth finger	None
Short outermost pinky finger bone	None
Short distal phalanx of the 5th finger	None
Synostosis involving the tibia	None
Bone fusion involving the shinbone	None
Fused toe bones	None
Symphalangism affecting the phalanges of the toes	None
Triangular epiphysis of the distal phalanx of the 2nd finger	None
Triangular end part of the outermost bone of the index finger	None
Bullet-shaped middle little finger bone	None
Bullet-shaped middle pinky finger bone	None
Bullet-shaped middle pinkie finger bone	None
Bullet-shaped middle phalanx of the 5th finger	None
Sclerotic humeral metaphysis with longitudinal striations	None
Dysmelia	None
Abnormal limbs	None
Abnormality of limbs	None
Limb anomaly	None
Broad phalanges of the 3rd toe	None
Wide bones of 3rd toe	None
Bullet-shaped thumb bone	None
Bullet-shaped phalanges of the thumb	None
Bullet-shaped thumb phalanx	None
Absent epiphysis of the distal phalanx of the 4th toe	None
Absent end part of the outermost bone of the 4th toe	None
Broad growth plates of upper limbs	None
Wide epiphyseal plates of the upper limbs	None
Broad epiphyseal plates of the upper limbs	None
Triangular epiphysis of proximal index finger phalanx	None
Triangular epiphysis of the proximal phalanx of the 2nd finger	None
Triangular end part of innermost long bone of index finger	None
Triangular shaped innermost pinky finger bone	None
Triangular shaped proximal phalanx of the 5th finger	None
Triangular shaped innermost little finger bone	None
Triangular shaped innermost pinkie finger bone	None
Limited elbow movement	None
Decreased elbow mobility	None
Restricted elbow motion	None
Limited elbow mobility	None
Osteolytic defects of the phalanges of the hallux	None
Hip subluxation	None
Subluxation involving the hip joint	None
Partial hip dislocation	None
Convex contour of sole	None
Complete duplication of the 1st metatarsal	None
Complete duplication of the 1st long bone of foot	None
Cupped radial metaphyses	None
Osseous finger syndactyly	None
Osseous syndactyly of the fingers	None
Partial duplication of the middle pinky finger bone	None
Partial duplication of the middle pinkie finger bone	None
Partial duplication of the middle phalanx of the 5th finger	None
Partial duplication of the middle little finger bone	None
Abnormal kneecap	None
Abnormality of the patella	None
Abnormal patella morphology	None
Patellar abnormality	None
Cone-shaped epiphysis of the 1st metacarpal	None
Cone-shaped end part of the 1st long bone of hand	None
Bracket shaped end part of little finger bone	None
Bracket epiphyses of the 5th finger	None
Bracket shaped end part of pinky finger bone	None
Bracket shaped end part of pinkie finger bone	None
Increased bone density of end part of the middle ring finger bone	None
Ivory epiphysis of the middle phalanx of the 4th finger	None
Abnormality of the hip joints	None
Abnormality of the hip joint	None
Fusion of thumb bone	None
Synostosis of thumb phalanx	None
Abnormality of the epiphyses of the 2nd finger	None
Abnormality of the end part of the index finger bone	None
Palmar hyperhidrosis	None
Excessive sweating of hands	None
Abnormality of end part of pinky finger bone	None
Abnormality of the epiphyses of the 5th finger	None
Abnormality of end part of little finger bone	None
Abnormality of end part of pinkie finger bone	None
Small epiphyses of the upper limbs	None
Small end part of upper limb bones	None
Hyporeflexia/areflexia in lower limbs	None
Hyporeflexia, lower limbs	None
Hyporeflexia of lower limbs	None
Hyporeflexia of the lower limbs	None
Hyporeflexia in lower limbs	None
Stippling of the epiphysis of the middle phalanx of the 2nd toe	None
Speckled calcifications in of the end part of the middle bone of the 2nd toe	None
Laterally deficient tibial plateaux	None
Small capital femoral epiphyses	None
Small femoral capital epiphyses	None
Small proximal femoral epiphyses	None
Hypoplasia of the capital femoral epiphysis	None
Small innermost thighbone end part	None
Underdevelopment of the innermost thighbone end part	None
Delta-shaped epiphysis of the distal phalanx of the 3rd finger	None
Triangular epiphysis of the distal phalanx of the 3rd finger	None
Triangular end part of the outermost long bone of the middle finger	None
Metaphyseal chondrodysplasia	None
Pseudoepiphysis of the proximal phalanx of the 2nd finger	None
Aplasia of the distal phalanx of the thumb	None
Aplasia of the outermost bone of the thumb	None
Absent ossification/absent terminal thumb phalanx	None
Absence of the outermost bone of the thumb	None
Enlarged end part of long bone of hand	None
Enlarged metacarpal epiphyses	None
Deformed tarsal bones	None
Deformed ankle bones	None
Symphalangism affecting the proximal phalanx of the 5th toe	None
Fused innermost bone of pinky toe	None
Fused innermost bone of pinkie toe	None
Fused innermost bone of little toe	None
Absent dorsal skin creases over affected joints	None
Cortical diaphyseal irregularity of the upper limbs	None
Ivory epiphysis of the distal phalanx of the 5th toe	None
Increased bone density of end part of the outermost bone of the little toe	None
Increased bone density of end part of the outermost bone of the pinky toe	None
Increased bone density of end part of the outermost bone of the pinkie toe	None
Shortening of all finger bones	None
Shortening of all phalanges of fingers	None
Hypoplasia of the femoral neck	None
Short femoral necks	None
Short femoral neck	None
Short neck of thighbone	None
Hypoplastic femoral neck	None
Long finger bone	None
Long phalanx of finger	None
Duplication of the 1st metacarpal	None
Partial/complete duplication of the 1st metacarpal	None
Partial/complete duplication of the 1st long bone of hand	None
Reduced arm span	None
Partial duplication of the proximal phalanx of the 3rd toe	None
Partial duplication of the proximal phalanx of the third toe	None
Partial duplication of the innermost bone of 3rd toe	None
Bullet-shaped bones of the 2nd toe	None
Bullet-shaped phalanges of the 2nd toe	None
Bullet-shaped 2nd toe phalanx	None
Broad distal phalanges of the hand	None
Broad distal phalanx of finger	None
Broad outermost finger bone	None
Broad distal phalanx	None
Broad distal phalanges	None
Broad, square ends of distal phalanges	None
Spatulate terminal phalanges	None
Broad terminal phalanges	None
Osteosclerosis of the ulna	None
Sclerotic ulna	None
Wide fingers	None
Broad fingers	None
Broad finger	None
Increased bone density of end part of the middle bone of the 2nd toe	None
Ivory epiphysis of the middle phalanx of the 2nd toe	None
Absent end part of the innermost bone of the 3rd toe	None
Absent epiphysis of the proximal phalanx of the 3rd toe	None
Radially deviated wrists	None
Irregular end part of the middle bone of the middle finger	None
Irregular epiphysis of the middle phalanx of the 3rd finger	None
Abnormality of the 5th metacarpal	None
Abnormality of the 5th long bone of hand	None
Aplasia/Hypoplasia of toe	None
Absent/small toe	None
Aplastic/hypoplastic toe phalanges	None
Absent/hypoplastic toes	None
Absent/underdeveloped toe	None
Deviation of the ring finger	None
Deviation of the 4th finger	None
Sclerosis of the distal phalanges of the toes	None
Increased bone density in the outermost bone of the toes	None
Sclerosis of distal toe phalanx	None
Tapered finger bone	None
Tapered phalanx of finger	None
Duplication of the middle phalanx of the 4th toe	None
Duplication of the middle bone of the 4th toe	None
Duplication of the middle phalanx of the fourth toe	None
Partial/complete duplication of the middle phalanx of the 4th toe	None
Abnormality of the end part of the 4th toe bone	None
Abnormality of the epiphyses of the 4th toe	None
Macrodactyly of finger	None
