Inguinal hernia	HP:0000023
Superior oblique muscle underaction	None
Under-depression in adduction	None
Inferior oblique muscle weakness	None
Inferior oblique palsy	None
Retinopathy of prematurity prethreshold	None
ROP prethreshold	None
Abnormal kinetic perimetry test	None
Best corrected visual acuity 0.9 LogMAR	None
Simulated distance exotropia	None
Moderate vision loss	None
Moderate visual loss	None
Moderately reduced visual acuity	None
Moderate visual impairment	None
Moderate reduction in visual acuity	None
Eye drop	None
Blepharoptosis	None
Drooping upper eyelid	None
Eyelid ptosis	None
Ptosis	None
Reduced amplitude of dark-adapted bright flash electroretinogram a-wave	None
Abnormal choroid morphology	None
Choroid disease	None
Abnormality of the choroid	None
Deuteranopia	None
Green-blind	None
Medial rectus muscle underaction	None
Ectropion uveae	None
Uveal ectropion	None
Chorioretinal hyperpigmentation	None
Nonprogressive restrictive external ophthalmoplegia	None
Bulging cornea	None
Keratoconus	None
Conical cornea	None
Esotropia	None
Inward turning cross eyed	None
Decreased tear drainage	None
Retinal dystrophy with early macular involvement	None
Decreased lacrimation	None
Decreased tear secretion	None
Abnormal Humphrey SITA 30-2 perimetry test	None
Abnormal iris pigmentation	None
Inferior oblique muscle overaction	None
Pigmentation of the outer white part of the eyeball	None
Pigmentation of the sclera	None
Colon cancer	None
Absent gallbladder	None
Aplasia of the gallbladder	None
Agenesis of the gallbladder	None
Abdomen abnormality	None
Abnormality of abdomen morphology	None
Abnormality of the abdomen	None
Hepatic cysts	None
Liver cysts	None
Anoperineal fistula	None
Pancreatic cysts	None
Pancreatic cyst	None
Multiple pancreatic cysts	None
Vomitting blood	None
Hematemesis	None
Aganglionosis of the small intestine	None
Chronic pancreas inflammation	None
Chronic pancreatitis	None
Rectal polyps	None
Rectal polyposis	None
Multiple rectal polyps	None
Stercoral ulcer	None
Recto-sigmoid colon stercoral ulcer	None
Colon ulcer	None
Giant hypertrophic gastritis	None
Menetrier disease	None
Gastric cancer	None
Stomach cancer	None
Gastrointestinal tract defects	None
Abnormality of the abdominal organs	None
Abnormal GI transit time	None
Abnormal gastrointestinal transit time	None
Cloacogenic bladder	None
Persistent cloaca	None
Eosinophilic ascites	None
Intermittent yellow skin	None
Intermittent yellowing of skin	None
Intermittent icterus	None
Intermittent jaundice	None
Prune belly	None
Biliary dyskinesia	None
Digestive system disease	None
Gastrointestinal disease	None
Abnormality of the gastrointestinal tract	None
Abnormality of the GI tract	None
Degenerative liver disease	None
Portal fibrosis shown on biopsy	None
Portal fibrosis	None
Abnormality of the ductus choledochus	None
Abnormality of the common bile duct	None
Hemoperitoneum	None
Hematoperitoneum	None
Reye syndrome-like episodes	None
Abdominal symptom	None
Periportal emperipolesis	None
Nausea and vomiting	None
Unusual gastrointestinal infection	None
Unusual GI infection	None
Cholelithiasis	None
Gallstones	None
Intestinal edema	None
Hepatic pulmonary fusion	None
Hepatopulmonary fusion	None
Barret syndrome	None
Endobrachyesophagus	None
Barrett's esophagus	None
Barrett esophagus	None
Anteriorly placed anus	None
Anteriorly displaced anus	None
Anus anteposition	None
Anal margin squamous cell carcinoma	None
Elevated serum transaminases during infections	None
Colonic stenosis	None
Narrowing of the colon	None
Stenosis of the colon	None
Abnormality of the jejunum	None
Eosinophilic hepatitis	None
Eosinophilic liver infiltration	None
Juvenile colonic polyposis	None
Chyloperitoneum	None
Chylous ascites	None
Abnormality of the pylorus	None
Intestinal perforation	None
Pancreatic disease	None
Abnormality of the pancreas	None
Splenic abscess	None
Acholic stools	None
Clay colored stools	None
Discolored, acholic stools	None
Acholia	None
Meconium peritonitis	None
Hyperplastic colonic polyposis	None
Neoplasm of the liver	None
Liver cancer	None
Liver tumor	None
Hypoplastic pancreas	None
Pancreatic hypoplasia	None
Underdeveloped pancreas	None
Microgastria	None
Esophageal spasms	None
Gallbladder dyskinesia	None
Adenocarcinoma of the large intestine	None
Abnormality of the spleen	None
Intrahepatic biliary dysgenesis	None
Abnormal small intestinal mucosa morphology	None
Abnormal liver morphology	None
Total colonic aganglionosis	None
Abnormality of gastrointestinal vasculature	None
Abnormality of GI blood vessels	None
Abnormality of GI vasculature	None
Anomaly of the esophagus	None
Abnormal esophagus morphology	None
Abnormality of esophagus morphology	None
Discrete intestinal polyps	None
Abnormal liver function tests during pregnancy	None
Abnormal liver function tests during pregnancy, resolves postpartum	None
Cystic liver disease	None
Portosystemic collateral veins	None
Collateral biliary circulation	None
Collateral biliary veins	None
Abnormal shape of gallbladder	None
Abnormal gallbladder morphology	None
Enlarged liver and spleen	None
Hepatosplenomegaly	None
Throwing up	None
Emesis	None
Vomiting	None
Microvesicular hepatic steatosis	None
Microvesicular steatosis	None
Pancreatic hyperplasia	None
Islet of Langerhans hyperplasia	None
Islets of langerhans hypertrophy	None
Pancreatic islet-cell hypertrophy	None
Hypertrophic pancreatic islets	None
Hyperplastic islets of langerhans	None
Pancreatic islet-cell hyperplasia	None
Inflammation of the peritoneum	None
Peritonitis	None
Hepatic bridging fibrosis	None
Asplenia	None
Absent spleen	None
Abnormality of enteric neuron morphology	None
Pancreatic lymphangiectasis	None
Decreased hepatic echogenicity	None
Hypoechogenic liver	None
Megarectum	None
Piles	None
Hemorrhoids	None
Haemorrhoids	None
Abdominal mass	None
Lymphoid cholangitis	None
Jejunoileal ulceration	None
Duodenal atrophy	None
Secretory diarrhea	None
Gastric varix	None
Gastric varices	None
Enlarged vein in esophagus	None
Esophageal varix	None
Esophageal varices	None
Abnormality of pancreas morphology	None
Abnormally shaped pancreas	None
Abnormal pancreas morphology	None
Bile duct paucity	None
Intrahepatic atresia of biliary duct	None
Intrahepatic biliary atresia	None
Hepatic failure	None
Liver failure	None
Malignant GI tract tumors	None
Malignant gastrointestinal tract tumors	None
Annular pancreas	None
Thoracoabdominal wall defect	None
Thoracoabdominal schisis	None
Partial abdominal muscle agenesis	None
Hepatic granulomatosis	None
Adenocarcinoma of the colon	None
Intestinal polyp	None
Intestinal polyps	None
Increased stool alpha1-antitrypsin concentration	None
Rectal perforation	None
Pancreatic calcification	None
Pancreatic calcifications	None
Primary biliary cirrhosis	None
Biliary cirrhosis	None
Increased hepatocellular lipid droplets	None
Intussusception	None
Gastrointestinal arteriovenous malformation	None
GI arteriovenous malformation	None
Episodic abdominal pain	None
Intermittent abdominal pain	None
Abnormality of endocrine pancreas physiology	None
Congenital absence of portal vein	None
Missing portal vein	None
CAPV	None
PEG-fed in infancy	None
Gastrostomy tube feeding in infancy	None
Achlorhydria	None
Ileitis	None
Inflammation of the ileum	None
Colonic inertia	None
Small intestinal polyposis	None
Hepatic necrosis	None
Inflammation of the large intestine	None
Inflammatory bowel disease	None
Focal pancreatic islet hyperplasia	None
Pancreatic fistula	None
Gallbladder perforation	None
Gall bladder perforation	None
Esophageal web	None
Rectourethral fistula	None
Urethrorectal fistula	None
Gastrointestinal tract tumor	None
Neoplasm of the gastrointestinal tract	None
Gastrointestinal tract neoplasia	None
GI tract tumor	None
Neoplasm of the GI tract	None
Gastrointestinal tract neoplasm	None
Gastric hypertrophy	None
Increased stomach size	None
Liver abnormality	None
Abnormal liver	None
Liver disease	None
Abnormality of the liver	None
Hepatoblastoma	None
Rectoperineal fistula	None
Rectal arteriovenous malformation	None
Pseudobulbar palsy	None
Pseudobulbar syndrome	None
Pseudobulbar paralysis	None
Esophageal leukoplakia	None
Esophageal epidermoid metaplasia	None
Enteric intraneuronal nuclear inclusion bodies	None
Intrahepatic duct deficiency	None
Reduced number of intrahepatic bile ducts	None
Hepatic ductopenia	None
Abnormality of hepatobiliary system physiology	None
Hepatitis	None
Liver inflammation	None
Pelvic mass	None
Dependency on IV nutrition	None
Dependency on intravenous nutrition	None
Fetal ascites	None
Macronodular cirrhosis	None
Biliary tract disease	None
Biliary tract abnormality	None
Cholesterol gallstones	None
Villous atrophy	None
Small intestine biopsy shows villous atrophy	None
Duodenal villous atrophy	None
Villous degeneration	None
Variable degree of villous atrophy	None
Atrophy of small intestinal villi	None
Biopsy shows villous atrophy	None
Stomach ulcer	None
Gastric ulcer	None
Hepatitis, chronic active	None
Chronic active hepatitis	None
Splenopancreatic fusion	None
Fluctuating splenomegaly	None
Hypoactive bowel sounds	None
Decreased bowel sounds	None
Neoplasm of the small intestine	None
Small intestine tumor	None
Morbus Crohn	None
Granulomatous enteritis and colitis	None
Crohn's disease	None
Anal margin neoplasm	None
Abnormal liver iron concentration	None
Abnormal liver iron level	None
Abnormal hepatic iron concentration	None
Lactase deficiency	None
Decreased small intestinal mucosa lactase activity	None
Bowel diverticula	None
Bowel diverticulosis	None
Multiple intestinal neurofibromatosis	None
Ileal atresia	None
Ascites	None
Accumulation of fluid in the abdomen	None
Fibrous cholangitis	None
Sclerosing cholangitis	None
Anal neoplasm	None
Stomach tumor	None
Neoplasia of the stomach	None
Neoplasm of the stomach	None
Increased gastric cancer	None
Tenesmus	None
Abdominal discomfort	None
Stomach pain	None
Gastrointestinal pain	None
Pain in stomach	None
Abdominal pain	None
Upset stomach	None
Gastro pain	None
Ectopic liver	None
Hepatic amyloidosis	None
Fecal urgency	None
Bowel urgency	None
Dyspepsia	None
Indigestion	None
Obstruction in digestive tract	None
Gastrointestinal obstruction	None
GI obstruction	None
Ectopia vesicae	None
Bladder exstrophy	None
Poor appetite	None
Decreased appetite	None
No appetite	None
Scaphoid abdomen	None
Intestinal lymphangiectasia	None
Oral-pharyngeal dysphagia	None
Oral pharyngeal dysphagia	None
Difficulty swallowing	None
Oropharyngeal dysphagia	None
Abnormality of the ileum	None
Abnormal ileum morphology	None
Protein avoidance	None
Enteroviral hepatitis	None
Chronic gastritis	None
Ileal ulcer	None
Lymphonodular hyperplasia of the colon	None
Lymphoid nodular hyperplasia	None
Abnormal umbilicus	None
Abnormal umbilicus morphology	None
Abnormal belly button	None
Abnormal navel	None
Hyperechogenic pancreas	None
Giant cell hepatitis shown on biopsy	None
Giant cell hepatitis on biopsy	None
Giant cell hepatitis on liver biopsy	None
Giant cell hepatitis	None
Abnormality of intestinal smooth muscle morphology	None
Increased intestinal transit time	None
Anorectal anomaly	None
Periportal fibrosis	None
Colitis ulcerosa	None
Ulcerative colitis	None
Lack of bowel sounds	None
Abdominal colic	None
Ectopic pancreatic tissue	None
Abnormal pancreas location	None
Degenerative enteric neuropathy	None
Enteric neuronal degeneration	None
Painful swallowing	None
Odynophagia	None
Bowel obstruction	None
Intestinal blockage	None
Intestinal obstruction	None
Abnormality of the mucous membrane layer of stomach	None
Abnormality of the gastric mucosa	None
Anal canal tumor	None
Anal canal neoplasm	None
Pancreatic squamous cell carcinoma	None
Squamous cell carcinoma of the pancreas	None
Bile duct inflammation	None
Cholangitis	None
Narrowing of esophagus due to inflammation and scar tissue	None
Esophageal stricture	None
Abnormal hepatic glycogen storage	None
Coffee grounds emesis	None
Coffee ground vomitus	None
Coffee grounds vomiting	None
Fluctuating hepatomegaly	None
Abnormal liver parenchyma morphology	None
Abnormal faeces composition	None
Abnormal stool composition	None
Abnormal feces composition	None
Partial/complete duplication of the distal phalanx of the 5th toe	None
Duplication of the outermost bone of the little toe	None
Duplication of the outermost bone of the pinkie toe	None
Duplication of the outermost bone of the pinky toe	None
Duplication of the distal phalanx of the 5th toe	None
Duplication of the outermost bone of the fifth toe	None
Duplication of the distal phalanx of the fifth toe	None
Fused pinkie finger bones	None
Symphalagism of the little finger	None
Fused little finger bones	None
Symphalangism of the 5th finger	None
Fused pinky finger bones	None
Stippling of the epiphyses of the 5th finger	None
Speckled calcifications in end part of pinky finger bone	None
Speckled calcifications in end part of pinkie finger bone	None
Speckled calcifications in end part of little finger bone	None
Short middle finger phalanges	None
Absent/small middle finger bone	None
Small middle finger phalanges	None
Hypoplastic middle finger phalanges	None
Absent/underdeveloped middle finger bone	None
Aplasia/Hypoplasia of the phalanges of the 3rd finger	None
Abnormality of the proximal phalanx of the thumb	None
Abnormality of proximal thumb phalanx	None
Abnormal innermost thumb bone	None
Cone-shaped end part of the pinky finger bones	None
Cone-shaped end part of the pinkie finger bones	None
Cone-shaped epiphyses of the 5th finger	None
Cone-shaped end part of the little finger bones	None
Sclerosis of finger phalanx	None
Sclerosis of the phalanges of the hand	None
Increased bone density in the finger bone	None
Passive dorsiflexion of the 5th finger more than 90 degrees	None
Abnormality of the 4th metacarpal	None
Abnormality of the 4th long bone of hand	None
Abnormality of the lunate bone	None
Fragmentation of the end part of the 4th toe bone	None
Fragmentation of the epiphyses of the 4th toe	None
Limb girdle weakness	None
Limb-girdle muscle weakness	None
Muscular weakness, limb-girdle	None
Muscle weakness, limb-girdle	None
Absent 1st long bone of hand	None
Aplasia of the 1st metacarpal	None
Absent first metacarpal	None
Hypoplastic/small 3rd finger	None
Short 3rd finger	None
Short middle finger	None
Asymmetric limb muscle stiffness	None
Protrusio acetabulae	None
Protrusio acetabuli	None
Fused bones of 4th toe	None
Symphalangism affecting the phalanges of the 4th toe	None
Wide humeral diaphysis	None
Wide shaft of long bone in upper arm	None
Broad shaft of long bone in upper arm	None
Broad humeral diaphysis	None
Stippling of the epiphysis of the distal phalanx of the 3rd finger	None
Speckled calcifications in end part of the outermost long bone of the middle finger	None
Abnormality of the proximal phalanx of the 3rd toe	None
Abnormality of the innermost bone of 3rd toe	None
Abnormality involving the diaphyses of the limbs	None
Abnormality of shaft of long bone of the limbs	None
Anomaly of the limb diaphyses	None
Radial deviation of the ring finger	None
Radial deviation of the 4th finger	None
Hypoplastic distal radial epiphyses	None
Abnormality of terminal index finger phalanx	None
Abnormality of the distal phalanx of the 2nd finger	None
Abnormality of the outermost bone of the 2nd finger	None
