Inguinal hernia	HP:0000023
Pancreatic abscess	HP:0025079
Bloody diarrhoea	HP:0025085
Bloody bowel movement	HP:0025085
Blood in stool	HP:0025085
Bloody diarrhea	HP:0025085
Bloody stool	HP:0025085
Bloody mucoid diarrhea	HP:0025086
Bloody mucoid diarrhoea	HP:0025086
Stercoraceous vomiting	HP:0025089
Fecal vomiting	HP:0025089
Feculent vomiting	HP:0025089
Abnormal large intestinal mucosa morphology	HP:0025090
Abnormal small intestinal mucosa morphology	HP:0025129
Lactase deficiency	HP:0025130
Decreased small intestinal mucosa lactase activity	HP:0025130
Autonomic visceral myopathy	HP:0025149
Atrophic muscularis propria	HP:0025149
Degenerative enteric myopathy	HP:0025149
Hypoganglionosis	HP:0025150
Ganglioneuromatosis	HP:0025151
Portosystemic collateral veins	HP:0025154
Collateral biliary circulation	HP:0025154
Collateral biliary veins	HP:0025154
Abnormality of hepatobiliary system physiology	HP:0025155
Dependency on IV nutrition	HP:0025156
Dependency on intravenous nutrition	HP:0025156
Abdominal aseptic abscess	HP:0025181
Inflammatory cap polyp	HP:0025198
Abnormality of esophagus physiology	HP:0025270
Functional abnormality of the esophagus	HP:0025270
Esophageal spasms	HP:0025271
Interlobular bile duct destruction	HP:0025344
Rectourethral fistula	HP:0025407
Urethrorectal fistula	HP:0025407
Abnormal spleen morphology	HP:0025408
Abnormal spleen physiology	HP:0025409
Splenogonadal fusion	HP:0025410
Multiple bile duct hamartomas	HP:0025519
Multiple biliary hamartomas	HP:0025519
Von Meyenburg complexes	HP:0025519
Biliary hamartoma	HP:0025519
Abnormal bowel sounds	HP:0030142
Hyperactive bowel sounds	HP:0030143
Increased bowel sounds	HP:0030143
Hypoactive bowel sounds	HP:0030144
Decreased bowel sounds	HP:0030144
Lack of bowel sounds	HP:0030145
Abnormal liver parenchyma morphology	HP:0030146
Bile duct inflammation	HP:0030151
Cholangitis	HP:0030151
Bile duct cancer	HP:0030153
Cholangiocarcinoma	HP:0030153
Gallbladder perforation	HP:0030154
Gall bladder perforation	HP:0030154
Gastric varix	HP:0030169
Gastric varices	HP:0030169
Cystic artery pseudoaneurysm	HP:0030170
Large intestinal polyposis	HP:0030255
Small intestinal polyposis	HP:0030256
Primary peritoneal carcinoma	HP:0030406
Jejunal adenocarcinoma	HP:0030411
Ileal adenocarcinoma	HP:0030412
Splenic cyst	HP:0030423
Cyst on spleen	HP:0030423
Anal canal tumor	HP:0030437
Anal canal neoplasm	HP:0030437
Anal canal squamous cell carcinoma	HP:0030438
Anal canal adenocarcinoma	HP:0030439
Anal margin neoplasm	HP:0030440
Anal margin Paget's disease	HP:0030441
Anal margin squamous cell carcinoma	HP:0030442
Anal margin basal cell carcinoma	HP:0030443
Anal margin melanoma	HP:0030444
Mesenteric cyst	HP:0030451
Chylolymphatic mesenteric cyst	HP:0030452
Meconium peritonitis	HP:0030717
Ectopic liver	HP:0030722
Gastro-jejunal tube feeding in infancy	HP:0030884
Gastrojejunal tube feeding in infancy	HP:0030884
Short bowel	HP:0030889
Congenital shortened small intestine	HP:0030889
Abnormal GI motility	HP:0030895
Abnormal gastrointestinal motility	HP:0030895
Abnormal GI transit time	HP:0030896
Abnormal gastrointestinal transit time	HP:0030896
Decreased intestinal transit time	HP:0030897
Abnormal peristalsis	HP:0030914
Abnormality of intestinal smooth muscle morphology	HP:0030935
Abnormal layering of muscularis propria	HP:0030936
Segmental additional circular muscle coat	HP:0030936
Muscularis propria malformation	HP:0030936
Fibrotic muscularis propria	HP:0030937
Enteric intraneuronal nuclear inclusion bodies	HP:0030938
Biliary epithelial hyperplasia	HP:0030986
Suppurative cholangitis	HP:0030987
Granulomatous cholangitis	HP:0030988
Lymphoid cholangitis	HP:0030989
Pleomorphic cholangitis	HP:0030990
Fibrous cholangitis	HP:0030991
Sclerosing cholangitis	HP:0030991
Abnormal pancreatic duct morphology	HP:0030992
Duplication of pancreatic duct	HP:0030993
Duplicated pancreatic duct	HP:0030993
Pancreas divisum	HP:0030994
Peritoneal effusion	HP:0030995
Megaduodenum	HP:0030996
Obliterative portal venopathy	HP:0031015
Idiopathic non-cirrhotic portal hypertension	HP:0031015
Incomplete septal cirrhosis	HP:0031015
Non cirrhotic portal fibrosis	HP:0031015
Intrahepatic portal vein sclerosis	HP:0031015
Gastric leiomyosarcoma	HP:0031025
Recurrent gastroenteritis	HP:0031123
Storage in hepatocytes	HP:0031137
Abnormal liver sonography	HP:0031140
Hyperechogenic liver	HP:0031141
Increased hepatic echogenicity	HP:0031141
Abnormal hepatic echogenicity	HP:0031142
Decreased hepatic echogenicity	HP:0031143
Hypoechogenic liver	HP:0031143
Coarsened hepatic echotexture	HP:0031144
Starry sky appearance on hepatic sonography	HP:0031145
Impaired oral bolus formation	HP:0031146
Impaired oropharyngeal swallow response	HP:0031162
Hemangioma of the liver	HP:0031207
Liver hemangioma	HP:0031207
Hepatic hemangioma	HP:0031207
Focal pancreatic islet hyperplasia	HP:0031223
Diffuse pancreatic islet hyperplasia	HP:0031224
Gastric arteriovenous malformation	HP:0031341
Duodenal arteriovenous malformation	HP:0031342
Jejunal arteriovenous malformation	HP:0031343
Colonic arteriovenous malformation	HP:0031345
Rectal arteriovenous malformation	HP:0031346
Intestinal perforation	HP:0031368
Perforation of the colon	HP:0031369
Colon perforation	HP:0031369
Small intestinal perforation	HP:0031370
Rectal perforation	HP:0031371
Esophageal squamous papilloma	HP:0031463
Abdominal mass	HP:0031500
Pelvic mass	HP:0031501
Ampulla of Vater carcinoma	HP:0031524
Abdominal situs ambiguus	HP:0031565
Pelvic organ prolapse	HP:0031607
Abnormal faeces composition	HP:0031685
Abnormal stool composition	HP:0031685
Abnormal feces composition	HP:0031685
Increased stool alpha1-antitrypsin concentration	HP:0031686
Eosinophilic ascites	HP:0031780
Eosinophilic infiltration in the colon	HP:0031813
Colonic eosinophilia	HP:0031813
Ineffective esophageal peristalsis	HP:0031857
Esophageal furrows	HP:0031858
Abnormal liver physiology	HP:0031865
Abnormal hepatic physiology	HP:0031865
Abnormal portal venous system morphology	HP:0031941
Congenital absence of portal vein	HP:0031942
Missing portal vein	HP:0031942
CAPV	HP:0031942
Aspartate aminotransferase increased	HP:0031956
Elevated serum glutamic oxaloacetic transaminase	HP:0031956
Elevated serum aspartate aminotransferase	HP:0031956
Elevated serum AST	HP:0031956
Elevated serum alanine aminotransferase	HP:0031964
Elevated serum glutamic-pyruvic transaminase	HP:0031964
Elevated serum ALT	HP:0031964
Alanine aminotransferase increased	HP:0031964
Esophageal food impaction	HP:0031984
Esophageal exudate	HP:0031985
Eosinophilic hepatitis	HP:0032021
Eosinophilic liver infiltration	HP:0032021
Eosinophilic cholecystitis	HP:0032023
Eosinophilic gallbladder infiltration	HP:0032023
Ileal ulcer	HP:0032024
Painful swallowing	HP:0032043
Odynophagia	HP:0032043
Mallory-Weiss tear	HP:0032062
Eosinophilic gastrointestinal disease	HP:0032064
GI eosinophilia	HP:0032064
Eosinophilic gastroenteritis	HP:0032064
Gastrointestinal eosinophilia	HP:0032064
Eosinophilic enteritis	HP:0032064
Splenopancreatic fusion	HP:0032075
Coffee grounds emesis	HP:0032144
Coffee ground vomitus	HP:0032144
Coffee grounds vomiting	HP:0032144
Abdominal cramps	HP:0032155
Unusual gastrointestinal infection	HP:0032166
Unusual GI infection	HP:0032166
C. difficile enteritis	HP:0032167
Clostridium difficile enteritis	HP:0032167
Clostridium difficile colitis	HP:0032168
Anomalous hepatic venous drainage into the left atrium	HP:0032181
Anal neoplasm	HP:0032186
Anal intraepithelial neoplasia	HP:0032187
Lymphonodular hyperplasia of the colon	HP:0032203
Lymphoid nodular hyperplasia	HP:0032203
Lymphocytic infiltration of the colorectal mucosa	HP:0032216
Interface hepatitis	HP:0032220
Periportal emperipolesis	HP:0032221
Serrated polyposis	HP:0032222
Serrated intestinal polyps	HP:0032222
Lozenge-shaped umbilicus	HP:0032277
Achlorhydria	HP:0032448
The position of the umbilicus (belly button) is abnormally high (superior).	HP:0032511
Superiorly positioned umbilicus	HP:0032511
Low set umbilicus	HP:0032527
Low-set umbilicus	HP:0032527
Inferiorly positioned umbilicus	HP:0032527
Abdominal rigidity	HP:0032545
Rigid abdomen	HP:0032545
Abdominal guarding	HP:0032546
Piles	HP:0032551
Hemorrhoids	HP:0032551
Haemorrhoids	HP:0032551
Ileitis	HP:0032564
Inflammation of the ileum	HP:0032564
Abnormal liver iron concentration	HP:0040134
Abnormal liver iron level	HP:0040134
Abnormal hepatic iron concentration	HP:0040134
Encopresis	HP:0040183
Stool holding	HP:0040183
Stool soiling	HP:0040183
Adenocarcinoma of the intestines	HP:0040273
Adenocarcinoma of the small intestine	HP:0040274
Adenocarcinoma of the large intestine	HP:0040275
Adenocarcinoma of the colon	HP:0040276
Nasogastric tube feeding	HP:0040288
Primary gastric lymphoma	HP:0045038
Gastric lymphoma	HP:0045038
Decreased carnitine level in liver	HP:0045061
Peritoneal mesothelioma	HP:0100003
Abnormality of mesentery morphology	HP:0100016
Abnormality of the mesentery	HP:0100016
Recurring pancreatitis	HP:0100027
Recurring pancreas inflammation	HP:0100027
Recurrent pancreatitis	HP:0100027
Desmoid tumors	HP:0100245
Neoplasm of the colon	HP:0100273
Colon tumor	HP:0100273
Colitis ulcerosa	HP:0100279
Ulcerative colitis	HP:0100279
Morbus Crohn	HP:0100280
Granulomatous enteritis and colitis	HP:0100280
Crohn's disease	HP:0100280
Chronic colitis	HP:0100281
Acute colitis	HP:0100282
Liver abscess	HP:0100523
Hepatic abscess	HP:0100523
Femoral hernia	HP:0100541
Crural hernia	HP:0100541
Exstrophy	HP:0100548
Biliary tract neoplasm	HP:0100574
Neoplasia of the biliary tract	HP:0100574
Neoplasm of the gallbladder	HP:0100575
Neoplasia of the gallbladder	HP:0100575
Barret syndrome	HP:0100580
Endobrachyesophagus	HP:0100580
Barrett's esophagus	HP:0100580
Barrett esophagus	HP:0100580
Rectal fistula	HP:0100590
Peritoneal abscess	HP:0100592
Esophageal web	HP:0100594
Chronic liver failure	HP:0100626
Chronic hepatic failure	HP:0100626
Esophageal pouch	HP:0100628
Esophageal diverticulum	HP:0100628
Esophagitis	HP:0100633
Inflammation of the esophagus	HP:0100633
Oesophagitis	HP:0100633
Cystocele	HP:0100645
Bladder hernia	HP:0100645
Bladder prolapse	HP:0100645
Prolapsed bladder	HP:0100645
Dropped bladder	HP:0100645
Thoracoabdominal wall defect	HP:0100656
Thoracoabdominal schisis	HP:0100656
Kelosomia	HP:0100657
Thoracoabdominal eventration	HP:0100657
Celosomia	HP:0100657
Gut duplication	HP:0100668
Bowel duplication	HP:0100668
Intestinal duplication	HP:0100668
Esophageal duplication	HP:0100681
Gastrointestinal stromal tumor	HP:0100723
GI stroma tumor	HP:0100723
GIST	HP:0100723
Gastrointestinal stroma tumor	HP:0100723
Gastrointestinal stromal tumors	HP:0100723
Pancreatic fibrosis	HP:0100732
Rectal tumor	HP:0100743
Neoplasm of the rectum	HP:0100743
Esophageal neoplasm	HP:0100751
Esophageal tumor	HP:0100751
Abnormal liver lobulation	HP:0100752
Hepatic anomalous lobulation	HP:0100752
Anomalous liver lobulation	HP:0100752
Pancreatoblastoma	HP:0100757
Hemobilia	HP:0100762
Haemobilia	HP:0100762
Stomach churning	HP:0100770
Hyperperistalsis	HP:0100770
Hypoperistalsis	HP:0100771
Intestinal hypoperistalsis	HP:0100771
Absent/small pancreas	HP:0100800
Aplasia/Hypoplasia of the pancreas	HP:0100800
Absent/underdeveloped pancreas	HP:0100800
Absent pancreas	HP:0100801
Pancreatic aplasia	HP:0100801
Malposition of the stomach	HP:0100802
Gastric malposition	HP:0100802
Abnormal stomach location	HP:0100802
Gastric ectopia	HP:0100802
Gastric diverticulum	HP:0100808
Stomach diverticulum	HP:0100808
Absent/underdeveloped colon	HP:0100811
Aplasia/Hypoplasia of the colon	HP:0100811
Absent/small colon	HP:0100811
Intestinal fistula	HP:0100819
Rectocele	HP:0100822
Neoplasm of the small intestine	HP:0100833
Small intestine tumor	HP:0100833
Large intestine tumor	HP:0100834
Neoplasm of the large intestine	HP:0100834
Hepatic agenesis	HP:0100839
Liver agenesis	HP:0100839
Failed liver development	HP:0100839
Microgastria	HP:0100841
Pancreatic fistula	HP:0100844
Duodenal stenosis	HP:0100867
Duodenal stenosis/atresia	HP:0100867
Abnormality of the ductus choledochus	HP:0100889
Abnormality of the common bile duct	HP:0100889
Cyst of the ductus choledochus	HP:0100890
Choledochal cyst	HP:0100890
Rectal polyps	HP:0100896
Rectal polyposis	HP:0100896
Multiple rectal polyps	HP:0100896
Gastrointestinal polyps	HP:0200008
Intestinal polyposis	HP:0200008
Multiple intestinal polyps	HP:0200008
Growths in inner lining of intestine	HP:0200008
Colorectal polyps	HP:0200063
Colorectal polyposis	HP:0200063
Giant cell hepatitis shown on biopsy	HP:0200084
Giant cell hepatitis on biopsy	HP:0200084
Giant cell hepatitis on liver biopsy	HP:0200084
Giant cell hepatitis	HP:0200084
Distal ileal atresia	HP:0200116
Acute liver inflammation	HP:0200119
Acute hepatitis	HP:0200119
Hepatitis, chronic active	HP:0200120
Chronic active hepatitis	HP:0200120
Atypical or prolonged hepatitis	HP:0200122
Atypical or prolonged liver inflammation	HP:0200122
Chronic liver inflammation	HP:0200123
Chronic hepatitis	HP:0200123
Chronic hepatitis due to cryptosporidium infection	HP:0200124
Hepatitis, chronic, due to cryptosporidium infection	HP:0200124
Oral-pharyngeal dysphagia	HP:0200136
Oral pharyngeal dysphagia	HP:0200136
Difficulty swallowing	HP:0200136
Oropharyngeal dysphagia	HP:0200136
Abnormal liver function tests during pregnancy	HP:0200148
Abnormal liver function tests during pregnancy, resolves postpartum	HP:0200148
Abnormal liver morphology	HP:0410042
Eosinophilic gastritis	HP:0410147
Eosinophilic infiltration in the stomach mucosa	HP:0410147
Eosinophilic infiltration of the oesophagus	HP:0410151
Eosinophilic infiltration of the esophagus	HP:0410151
Eosinophilic micro-abscess formation in the esophagus	HP:0410152
Eosinophilic microabscess formation in the esophagus	HP:0410152
Eosinophilic microabscess formation in the oesophagus	HP:0410152
Increased intestinal transit time	HP:0410204
Hepatic pulmonary fusion	HP:0410259
Hepatopulmonary fusion	HP:0410259
Dyspepsia	HP:0410281
Indigestion	HP:0410281
Aplasia of the colon	HP:0500027
Absence of the colon	HP:0500027
Aplastic colon	HP:0500027
Abnormal hepatic glycogen storage	HP:0500030
Abnormal stool urobilinogen concentration	HP:0500114
Increased stool urobilinogen concentration	HP:0500115
Pigmentation of the outer white part of the eyeball	None
Pigmentation of the sclera	None
Rhegmatogenous retinal detachment	None
Anterior blepharitis	None
Calcific band keratopathy	None
Band keratopathy	None
Best corrected visual acuity 0.7 LogMAR	None
Congenital stationary night blindness with normal fundus	None
Static ophthalmoparesis	None
Retinal racemose hemangioma	None
Retinal racemose haemangioma	None
Abolished electroretinogram	None
Undetectable ERG	None
Extinction of electroretinogram	None
Undetectable electroretinogram	None
Extinguished electroretinogram	None
No light-evoked response on electroretinogram	None
Absent electroretinogram	None
Posterior Y-sutural cataracts	None
Posterior Y-sutural cataract	None
Compensatory face turn to the right	None
Centrocecal scotoma	None
Bilateral congenital mydriasis	None
ROP zone III	None
Retinopathy of prematurity zone III	None
Sutural cataract	None
Visual acuity test abnormality	None
Choroidal melanoma	None
Absent retina	None
Aplasia of the retina	None
Anterior segment of eye aplasia	None
Inferior rectus muscle underaction	None
Best corrected visual acuity 0.9 LogMAR	None
Hypertensive retinopathy	None
Corneal annulus	None
Corneal arcus	None
Gerontoxon	None
Arcus senilis	None
Arcus juvenilis	None
Anterior embryotoxon	None
Arcus lipoidis	None
Cherry red spot of the macula	None
Macular cherry red spot	None
Vitreous amyloid deposits	None
Amyloid deposition in the vitreous humor	None
Absent/underdeveloped lens	None
Absent/small lens	None
Aplasia/Hypoplasia of the lens	None
Unequal eye height	None
Eyes at different heights	None
Vertical orbital dystopia	None
Misaligned eyes	None
Abnormal amplitude of dark-adapted bright flash electroretinogram	None
Absent/underdeveloped iris	None
Absent/small iris	None
Aplasia/Hypoplasia of the iris	None
Macular dots	None
Anterior chamber cells grade 0.5+	None
Ultra-low vision with retained light perception	None
Hypertropia	None
Progressive cone degeneration	None
Cone dystrophy	None
Progressive cone dystrophy	None
External ophthalmoplegia, progressive	None
Progressive external ophthalmoplegia	None
Deuteranopia	None
Green-blind	None
Foveoschisis	None
Retinoschisis involving the fovea	None
Alternating hyperphoria	None
Anisometropia	None
Corneal neovascularisation	None
New blood vessel formation in cornea	None
Limbal neovascularization	None
Corneal vascularization	None
Corneal neovascularization	None
Rod-cone dystrophy	None
Retinitis pigmentosa	None
Rod cone dystrophy	None
Punctate keratitis	None
Perifoveal ring of hyperautofluorescence surrounded by normal autofluorescence	None
Sectoral retinitis pigmentosa	None
Retinal arterial tortuosity	None
Retinal artery tortuousity	None
Abnormal pupillary function	None
Membranous cataract	None
Decreased light- and dark-adapted electroretinogram amplitude	None
Flattened or absent electroretinogram	None
Decreased electroretinogram amplitude	None
Decreased ERG amplitude	None
Reduced ERG	None
Reduced electroretinogram	None
Reduced or abolished electroretinogram	None
Decreased electroretinogram	None
Decreased electroretinogram response	None
Decreased amplitudes on flash visual electroretinogram	None
Abnormality of globe location	None
Abnormality of globe position	None
Abnormality of eyeball location	None
Abnormality of eyeball position	None
Sclerocornea	None
Hardening of skin and connective tissue	None
Choroideremia	None
Abnormality of the line of Schwalbe	None
Fasciculiform cataract	None
Aculeiform cataract	None
Needle-shaped cataract	None
Frosted cataract	None
Abnormal amplitude of pattern reversal visual evoked potentials	None
Abnormal eye physiology	None
Dissociated horizontal deviation	None
Anterior chamber cells grade 2+	None
